Job Title,Company Name,Rating,Experience,Salary,Location,Skills
Software Developer,Ixie Gaming,3.5,5-10 Yrs,Not disclosed,Chennai,"IT services, SAN, Head Business Development, Coding, SOC"
SOFTWARE DEVELOPER,Inspiring Intellects Pvt.ltd.,,3-5 Yrs,Not disclosed,Mumbai,"C, SQL, Software, Development, Software development"
Software Developer,Furtim Technologies,5.0,1-4 Yrs,Not disclosed,Chennai,"CSS, html5, XML, Javascript, XHTML"
Software Developer,Yoctel Solutions (P) Ltd.,4.4,4-7 Yrs,Not disclosed,not specified,"assembly language, Six Sigma, PMP, software, JavaScript"
Software Developer,Rasilant Technologies,,7-12 Yrs,Not disclosed,"Mumbai, Pune","C++, SAP, jQuery, MySQL, PHP"
Software Developers,GOA Software Solutions,,2-6 Yrs,Not disclosed,Panaji,"Usage, development, c++, Visual Basic, software"
Software Developer,e3 Retail,,2-5 Yrs,Not disclosed,Gurgaon,"assembly language, C, mobile, HTML, windows"
Software Developer,Prakhar Software,3.4,2-5 Yrs,Not disclosed,New Delhi,"Architect, Backend, Front end, Coding, Software development life cycle"
Drone Software Developer,Prakhar Software,3.4,3-8 Yrs,Not disclosed,New Delhi,"Root cause analysis, Embedded systems, Simulation, Aviation, Debugging"
Software Developer - NAV,Incadea,2.8,8-9 Yrs,Not disclosed,Bengaluru,"Escalation management, GIT, XML, Report writing, JSON"
Software Developer,Knodtec Solutions,,5-10 Yrs,Not disclosed,Bengaluru,"RF, Devicenet, Valves, TCP/IP, Silicon"
Software Developers,GOA Software Solutions,,2-3 Yrs,Not disclosed,Vasco Da Gama,"development, c, software, visual sic net, program"
Software Developer,Rsolutions India,5.0,1-4 Yrs,Not disclosed,Bengaluru,"development, oracle, code, technical, unit testing"
Software Developer,Soothsayer Analytics,2.9,1-3 Yrs,Not disclosed,Hyderabad,"jQuery, data science, UML, XML, MySQL"
Software Developer,Infolink Technologies,2.5,2-5 Yrs,Not disclosed,Bengaluru,"c++, development, C, code, software"
Software Developer,Ananta Business Services,3.9,2-4 Yrs,Not disclosed,New Delhi,"Training, Doeacc, Web technologies, Programming, Database"
Software Developer,Quantbox Research,,1-3 Yrs,Not disclosed,Bengaluru,"C++, R Programming, Machine learning, Packaging, Programming"
Software Developer,Quantbox Research,,1-4 Yrs,Not disclosed,Bengaluru,"Unix, Object oriented design, C++, Network programming, Linux"
Software Developer,Easysalepos,,3-8 Yrs,Not disclosed,Kochi,"CSS, Application programming, MySQL, PHP, HTML"
Software Developer,Avaal,3.3,8-13 Yrs,Not disclosed,Gurugram,"Process automation, MS SQL, Postgresql, MySQL, Javascript"
Software Developer,Orderyourchoice,,3-5 Yrs,Not disclosed,Chennai,"Analytical skills, Web application development, MVC framework, JSP, MySQL"
Software Developer,DNV,4.1,5-7 Yrs,Not disclosed,Pune,"Data analysis, Front end, Maritime, Analytical, Machine learning"
Real-Time Software Developer,Prakhar Software,3.4,2-4 Yrs,Not disclosed,New Delhi,"RTOS, VXWorks, C++, Production support, Linux"
Software Developer,Invoscape,,2-3 Yrs,Not disclosed,Chennai,"Ruby on rails, Rail, Development, Software, Ruby rails"
Software Developer,Fretron,3.8,1-4 Yrs,Not disclosed,Gurugram,"System testing, Software development, Consulting, Programming, System design"
Software Developer,Ammendumm,4.2,1-4 Yrs,Not disclosed,Jaipur,"c++, css, hibernate, jquery, sql"
Software Developer,Nexio Global,,1-6 Yrs,Not disclosed,Delhi,"Data analysis, technical, HTML, Windows, it"
Software Developer,Toyota Tsusho,4.1,2-7 Yrs,Not disclosed,Bengaluru,"jQuery, RDBMS, Coding, XML, Project management"
Software Developer,Zikshana,,1-4 Yrs,Not disclosed,Bengaluru,"Computer science, Interpersonal skills, Django, Javascript, Support services"
Software Developer,Incadea,2.8,2-6 Yrs,Not disclosed,Bengaluru,"ERP, Project management, Analytical, WCF, VB"
Software Developer,Computer Kendra,,3-7 Yrs,Not disclosed,Agra,"IIS, Web services, Web services testing, Debugging, MVC"
Software Developer,Kesdee Inc,3.0,2-3 Yrs,Not disclosed,"Bengaluru, Bengaluru","fundamentals, , development, oracle, analytical"
Software Developers,GOA Software Solutions,,2-7 Yrs,Not disclosed,Panaji,"development, software development, c, software, visual c"
Software Developer,Gradient Softech,,1-3 Yrs,Not disclosed,Kota,"development, software development, be, design development, software"
Software Developer,CR2 Technologies,,1-6 Yrs,Not disclosed,Ahmedabad,"b tech, net vb net, new products, mca, proactive"
SOFTWARE DEVELOPER,Datapage,2.8,3-5 Yrs,Not disclosed,Coimbatore,"Computer science, DOM, MS Access, Coding, XML"
App Builder Software Developer,Dattendriya Data Science Solutions,3.0,6-11 Yrs,Not disclosed,Chennai,"Programming, Manager Technology, PLSQL, Agile methodology, Stored procedures"
Software Developer - HR Mithra,HR Mithra,,3-8 Yrs,Not disclosed,Mysuru,"jQuery, RDBMS, Web development, Javascript, Winforms"
Software Developer,Geeky Bee,,3-7 Yrs,Not disclosed,Pune,"Web technologies, Linux, Enterprise architecture, Opencv, Cloud"
Software Developer,Apogaeis,,2-7 Yrs,Not disclosed,Bengaluru,"Computer science, Bluetooth, GIT, Analytical, MySQL"
Software Developer / Software Developer,Leuwint Technologies,4.2,3-8 Yrs,Not disclosed,"Pune, Bengaluru","JSP servlets, Delmia, C++, Core Java, jQuery"
SOFTWARE DEVELOPER,Rooht Technology,,1-5 Yrs,Not disclosed,Raipur,"MS Access, MySQL, Database, SQL, Development"
Software Developer,AMP SOFT IT SOLUTIONS,,1-6 Yrs,Not disclosed,Kolhapur,"VB.NET, software, ASP.Net, developer, SQL"
Software Developer,Staffice Global,3.9,3-6 Yrs,Not disclosed,Remote,"RTOS, Embedded C, UML, OOAD, Configuration management"
Software Developers,IT Bytes,4.4,2-4 Yrs,Not disclosed,Dehradun,"assembly language, css, C, software, HTML"
Software Developers (Networking),Tetcos,3.8,3-5 Yrs,Not disclosed,Bengaluru,", Storage servers, SAN, development, c"
Software Developer,WebTenet Solutions Private Limited.,,2-5 Yrs,Not disclosed,Bhubaneshwar,"assembly language, server, css, C, software"
Software Developer (Microsoft Technologies),WebTenet Solutions Private Limited.,,2-3 Yrs,Not disclosed,Bhubaneshwar,", assembly language, server, css, C"
Software Developer,Margy Tech,1.1,2-3 Yrs,Not disclosed,"Mumbai, Navi Mumbai","Market analysis, Project management, Business analytics, Business studies, Competitor analysis"
Software Developer,Mailercloud,,1-2 Yrs,Not disclosed,Kozhikode,"Recruitment, Development, Software, Software development"
Software Developer,Cricbattle,,2-5 Yrs,Not disclosed,Ahmedabad,"jQuery, Manager Quality Assurance, MySQL, Debugging, Troubleshooting"
Software Developers,GOA Software Solutions,,2-7 Yrs,Not disclosed,Panaji,"software development, desktop, visual basic net, c, software"
Software Developer,Aimsoft,3.1,5-8 Yrs,Not disclosed,"Trivandrum, Thiruvananthapuram","act, software developing, php, html, object oriented programming"
Software Developer,Necorp Systems,4.8,4-6 Yrs,Not disclosed,Mumbai,"c++, css, hibernate, jquery, sql"
Software Developer,Necorp Systems,4.8,3-5 Yrs,Not disclosed,Hyderabad,"c++, css, hibernate, jquery, sql"
Software Developer,Necorp Systems,4.8,3-5 Yrs,Not disclosed,Bengaluru,"c++, css, hibernate, jquery, sql"
Software Developer,Necorp Systems,4.8,4-6 Yrs,Not disclosed,Hyderabad,"c++, css, hibernate, jquery, sql"
Software Developer,Vayve Mobility,,1-6 Yrs,Not disclosed,Pune,"c++, css, hibernate, jquery, sql"
Software Developer,Aartronix Innovations,,2-5 Yrs,Not disclosed,Rajkot,"Web application development, Backend, Version control, GIT, PDF"
Software Developer - Plus Wealth,PlusWealth Capital Management,2.9,2-5 Yrs,Not disclosed,Gurugram,"C++, Multithreading, Financial markets, Networking, Architecture"
Software developer,Response Informatics,3.9,1-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","System testing, Software development, Consulting, Programming, System design"
Software Developer,Business Central,3.0,4-6 Yrs,Not disclosed,Hyderabad,"Object oriented design, Web application, Architectural design, Design development, Programming"
Software Developer,Lubixindia,,2-5 Yrs,Not disclosed,Lucknow,"server, bca, css, Networking, software"
Software Developer,Actosoft,,2-3 Yrs,Not disclosed,Surat,"CSS, jQuery, Web technologies, C, XML"
Software Developer,Techneurons,3.7,1-3 Yrs,Not disclosed,Hyderabad,"Computer science, Software design, jQuery, Coding, Analytical"
Software Developer,Quloi,3.4,2-3 Yrs,Not disclosed,Pune,"Front end, Version control, GIT, RDBMS, Analytical"
Software Developer,Westford School Of Management,,2-5 Yrs,Not disclosed,Kochi,"MS SQL, Manager Quality Assurance, Web services, OOPS, Entity framework"
Software Developer C++,Staffice Global,3.9,3-5 Yrs,Not disclosed,Bengaluru,"C++, Communication protocols, Usage, GIT, ISO"
Software Developer,CR2 Technologies,,1-6 Yrs,Not disclosed,Bengaluru,"b tech, net vb net, new products, mca, proactive"
Software Developer,CR2 Technologies,,1-6 Yrs,Not disclosed,Ahmedabad,"b tech, net vb net, new products, mca, proactive"
Software Developer,Panomtech Technologies,1.7,2-4 Yrs,Not disclosed,Pune,", c#, server, e learning, development"
Software Developer,Ipropal,,1-4 Yrs,Not disclosed,Hyderabad,"spring boot, continuous integration, Web services, jenkins, Deployment"
Software Developer,mycityband,,1-3 Yrs,Not disclosed,Surat,"Backend, jQuery, LINQ, Web technologies, html5"
Software Developer / Programmer,Linuxbean Solutions,4.1,1-5 Yrs,Not disclosed,Indore,"com, code, wordpress, developing, mca"
Software Developer PS&L,Volvo Auto,3.9,4-7 Yrs,Not disclosed,Bengaluru,"Procurement, Supply chain, Db2, Technical design, Agile"
Software Developer,Prime Softech Solutions,,1-2 Yrs,Not disclosed,"Mumbai, Vasai, Pune","Training, Software testing, Information technology, Testing, software development"
Software Developer,Exclusife Technosoft,3.1,1-5 Yrs,Not disclosed,"Madurai, Salem, Tirunelveli, Chennai, Coimbatore","Architecture, Manager Technology, Investigation, Continuous improvement, Technology"
Software Developer,CR2 Technologies,,1-6 Yrs,Not disclosed,"Bengaluru, Ahmedabad, Bengaluru","b tech, c#, software development, net vb net, mca"
Software Developer,Finite HR Consulting Private Limited,,3-5 Yrs,Not disclosed,Hyderabad,"Technical product configuration, c++, C, design, MySQL"
Software Developer,Ibizz Technologies,,2-7 Yrs,Not disclosed,"Jaipur, Mandi","server, .NET framework, software, Windows, microsoft"
CMS Software Developer - (Sitefinity / Sitecore / Kentico),Softgainz,,3-5 Yrs,Not disclosed,Mumbai,"ERP, jQuery, Consulting, CMS, HTML"
Software Developer,EON Techsoft,,1-3 Yrs,Not disclosed,Rohtak,"Manager Technology, SQL, management, software development, technology management"
Software developer,Intersoft Kk,3.2,4-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","dbms, SQL, Software, Development, Software development"
Software developer,Ipropal,,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","c++, css, hibernate, jquery, sql"
Software Developer,Online Consultancy Services,3.6,4-8 Yrs,Not disclosed,Coimbatore,"Front office, Software, Office, Development, Software development"
Software Developer,Astral Management Consulting,3.1,4-7 Yrs,Not disclosed,Mumbai,"Technical support, Software, Technical, Development, Software development"
Software Developer,Technovids Consulting Services,,2-5 Yrs,Not disclosed,Hyderabad,"Backend, Front end, Web technologies, Coding, Agile"
Software Developer,Rims Bizzserve,2.6,2-4 Yrs,Not disclosed,Gurugram,"MySQL, Javascript, PHP, HTTP, JSON"
Software developer cum digital marketing manager,Nescode Technologies,,3-7 Yrs,Not disclosed,Bengaluru,"jQuery, Front end, Social media, Django, MySQL"
Senior Software Developer,Crisil,3.6,4-8 Yrs,Not disclosed,Pune,"Software development life cycle, Management, Python, Testing, Development"
Sr Software Developer,Birlasoft,3.7,4-8 Yrs,Not disclosed,Noida,"Backend, Front end, Web services, Scalability, Coding"
Senior Software Developer - Linux Developer 1,Tangoe India Softek Services Pvt,,3-6 Yrs,Not disclosed,Hubli,"Linux, Data management, data reporting, XML, Postgresql"
Senior Software Developer - Python,Crisil,3.6,5-10 Yrs,Not disclosed,Mumbai,"Front offie, Regulatory reporting, Analytis, Agile, Analytial"
Full Stack Web Application Developer (Software Engineer),Neilsoft,3.6,0-4 Yrs,Not disclosed,Remote,"C++, Front end, Version control, Coding, Web application"
Software Developer IV (Java - Noida ),Oracle,3.7,6-10 Yrs,Not disclosed,"Hybrid - Noida, Greater Noida","J2EE, springboot, cloud, Backend, java"
Software Developer -  Java with Python,IBM,4.1,4-6 Yrs,Not disclosed,Kochi,"css, react.js, java, software development, javascript"
Software Developer -  Java with Python,IBM,4.1,2-6 Yrs,Not disclosed,Kochi,"css, react.js, java, software development, javascript"
Quantitative Developer/Software Engineer,Kivi Capital,3.0,1-5 Yrs,Not disclosed,Gurgaon,"Computer science, Network programming, C++, Linux, Analytical"
Software Developer  Required In Canada under Govt Visa process,Radvision World Consultancy Services Llp,4.9,6-11 Yrs,Not disclosed,Canada,"software developer, Application Programming, BCA, software testing, php developer"
Software Developer - MNC,MNC GROUP,,1-6 Yrs,2.75-7.75 Lacs PA,Chennai,"Application Development, Software Development, Software Engineering, Database Handling, Front End Design"
Software Developer,IBM,4.1,6-11 Yrs,Not disclosed,Bengaluru,"docker, java, rest, software development, web ui"
Full Stack Software Developer,IBM,4.1,10-15 Yrs,Not disclosed,Bengaluru,"rest, docker, java, object oriented programming, agile"
Full Stack Software Developer,IBM,4.1,10-15 Yrs,Not disclosed,Bengaluru,"artificial intelligence, sql server, docker, java, agile framework"
Software Developers,Confidential,,6-11 Yrs,11-21 Lacs PA,"Hyderabad, Pune, Bangalore/ Bengaluru","Application Development, Software Development, Web Development, Project Administration, Administration"
Software Developer,Right Path Foundation,2.0,1-4 Yrs,1.75-3 Lacs PA,Patna,"Php Laravel, Laravel, Software, PHP, Software development"
Software Developer,Right Path Foundation,2.0,1-3 Yrs,2.5-3 Lacs PA,Patna,"Software Development, Html/Css, Application Programming, Software Project Management, Software Services"
Software Developer,Right Path Foundation,2.0,1-3 Yrs,2.5-3 Lacs PA,New Delhi,"Software Development, Html/Css, Application Programming, Software Project Management, Software Services"
Software Developer - MNC GROUP,Isoftway Innovations,,1-6 Yrs,3.5-8 Lacs PA,Chennai,"Software Development, Web Development, Web Designing, Design, Software"
Snow Software Developer,Samartha Infosolutions,,5-10 Yrs,Not disclosed,"Bengaluru, Mumbai (All Areas)","Snow License Manager, Snow software, Software Asset Management, SEM implementation, Snow Inventory"
Software Developer (ASP.NET),Secure Meters,4.1,2-6 Yrs,6-11 Lacs PA,Udaipur,"c#, JQuery, sql, ASP.Net, MVC"
Analyst Embedded Software Developer,Secure Meters,4.1,7-12 Yrs,Not disclosed,Udaipur,"RTOS, Communication Protocols, Microcontroller, C Programming Language, linux"
Software Developer,Advensoft Consultants,,1-3 Yrs,Not disclosed,Kolkata,"VB.Net, reports, C++, organize, and manage documents"
Software Developer Openings For Quatrro - Gurgaon / Thane,Quatrro,,3-8 Yrs,7-10 Lacs PA,"Hybrid - Noida, Delhi / NCR, Mumbai (All Areas)","Database Developer, scalable, C#, Web API, CSS"
Software Developer: DevOps,IBM,4.1,3-6 Yrs,Not disclosed,"Hyderabad, Bengaluru","kubernetes, redhat openshift, openshift, hybrid cloud, troubleshooting"
Industrial IoT/ Software Developer,Siemens,4.1,2-6 Yrs,Not disclosed,Aurangabad,"Automation, Backend, Javascript, Agile, HTTP"
Embedded Software Developer,randstad offshore,,5-10 Yrs,Not disclosed,Hyderabad,"Embedded Software Development, C++, 5G, 4G, Embedded development"
"WLAN Software Developer- (Networking ,Device driver)- Qualcomm-Chennai",Qualcomm,3.9,4-7 Yrs,15-25 Lacs PA,Chennai,"Device Drivers, C Programming Language, Embedded C, WiFi, Linux Kernel"
Python Software Developer,Tech Mahindra,3.6,6-11 Yrs,Not disclosed,"Hyderabad, Pune, Bengaluru","Django, MongoDB, Python, fastapi, Software"
Technical Lead  Ansible Software Developer,IBM,4.1,5-10 Yrs,Not disclosed,Bengaluru,"life cycle management, software development, source control management, debugging, agile"
Technical Lead IMS Software Developer,IBM,4.1,5-10 Yrs,Not disclosed,Bengaluru,"continuous integration, ci/cd, application development, linux, unix"
Technical Lead IMS Software Developer,IBM,4.1,5-10 Yrs,Not disclosed,Bengaluru,"dbms, linux, source control management, testing methodologies, unix"
Backend Software Developer,IBM,4.1,3-4 Yrs,Not disclosed,Bengaluru,"spring, java, git, version control, spring boot"
Software Developer Backend (Rust),IBM,4.1,4-9 Yrs,Not disclosed,Ahmedabad,"iot, docker, jira, scrum, agile software development"
Python Software Developer,KAN Infocom Solution India,,5-6 Yrs,Not disclosed,Mumbai (All Areas),"Python Development, NoSQL, SQL, Python, Software"
Python Software Developer,Tech Mahindra,3.6,6-11 Yrs,13-23 Lacs PA,"Hyderabad, Pune, Bengaluru","fastapi, Python, Github, OOPS, MongoDB"
Dot Net Software Developer,General Mills,4.1,7-12 Yrs,Not disclosed,Hybrid - Mumbai,"Asp.Net Core, Ci/Cd, Javascript Frameworks, C#, .Net Core"
